;marca;preco
675;"Notebook Samsung Book E30, Intel i3-10110U, Windows 10 Home, 4GB, 1TB, 15.6"" Full HD LED - Branco";R$ 5.112,51
676;Notebook Lenovo Ideapad S145 AMD R5, 12GB, HD 1TB, Tela 15.6, Windows 10, Prata;R$ 3.779,00
677;"Notebook Positivo Motion C4500D, Intel Celeron Dual-Core, 14"", 4GB, 500GB, Windows 10 Home - Cinza";R$ 2.099,00
678;Notebook Asus Vivobook, Intel  Core  I3 7020u, 4gb, 256gb, Tela 15,60´´, Hd Graphics 620, Cinza Escuro - X543ua-dm3459t;R$ 2.999,00
679;Notebook Legacy Book Intel Celeron Tela 14.1 Polegadas HD, Wind 10 Home, PC250, Preto - Multi;R$ 2.309,90
680;Notebook Samsung Galaxy Book Pro 360 Plataforma Intel® EVO Core™ i7, Windows 10 Home, 16GB, 13.3'' Full HD;R$ 11.499,90
681;"Notebook Acer Proc Intel I3-6006u/4gb/1tb/15,6"" W10 Home Es1-572-3562";R$ 3.325,00
682;Notebook, Acer, Aspire 3 A315, A315-56-36z1, I3, 4gb Ram, 1tb Hd, 15.6 polegadas,  Windows 10, Cinza;R$ 3.090,00
683;Notebook Vaio Fe14 Intel Core I3 Windows 10 Home 4gb 256gb Ssd Full Hd Cinza Escuro;R$ 3.199,00
684;Notebook Samsung Book Intel Celeron 6305 Dual Core, 4GB, 500GB, Tela 15.6 Full HD, Linux, Cinza Chumbo - Np550xdz-Ko4br;R$ 2.429,91
685;"Notebook Acer A514-53- Tela 14"", Intel I3 1005g1, Ram 8gb, Ssd 128gb, Windows 10 Professional";R$ 4.062,99
686;Note Gamer Acer 15,6Polegadas An515-43-r9k7 Amd R5 8GB 1TB 256GB Ssd;R$ 7.037,96
687;"Macbook Pro TouchBar M1, 8GB, 512GB SSD, Tela 13.3"", Silver, 2020";R$ 9.974,99
688;Notebook Legacy Cloud, 2GB, 64GB, Win10 Home, Vermelho - Pc135;R$ 2.037,96
689;"Notebook HP Compaq Presario CQ-27, Intel Core I3, Tela 14"", 4GB, SSD 240GB, Linux";R$ 2.599,00
690;Notebook Acer A514-53 - Tela 14, Intel I3 1005g1, Ram 12gb, Ssd 128gb, Windows 10 Professional;R$ 4.164,99
691;Notebook Acer 14'', Intel I3 1005g1, 20GB, Ssd 256GB, Windows 10 Professional - A514-53;R$ 4.946,99
692;Notebook Vaio Fe14 - Tela 14 Full Hd - Intel I3 1005g1, 8gb, Ssd 128gb, Linux - VJFE43F11X - B0331H;R$ 3.935,49
693;Notebook Lenovo Intel Core i3-1005G1 , 4GB, 500GB, 15.6'', Win 10 Home - 82hb0001br;R$ 2.678,91
694;"Notebook Positivo Motion C4128e, Intel Celeron Dual-Core, SSD 128GB, Tela 14"", Windows 10 Home, Cinza - Inclui Microsoft 365";R$ 2.099,00
695;"Notebook Asus Vivobook, Intel Core I5, 8GB, 256GB SSD, Tela de 15.6"", Cinza Escuro - X543ua-dm3457t, 8250u";R$ 3.499,00
696;"Chromebook Lenovo 100e 2ª Geração, Intel Celeron N4020, 4gb, 32gb, 11.6"" Hd, Chrome Os, Preto";R$ 1.899,00
697;Notebook Hp 250 G7 - Tela 15.6 Hd, Intel I5 8265u, Ram 8gb, Ssd 256gb, Windows 10;R$ 3.899,00
698;Notebook Samsung Book 11 Intel Core I3-1115g4, 4GB RAM, 256GB SSD, 15.6'' Full HD, Linux, Cinza Chumbo;R$ 3.989,00
699;Vaio FE14, Core I3 10a Geração, 4GB, SSD 128GB, Tela 14 Full HD, Linux - Chumbo;R$ 3.637,99
700;Notebook Asus Cinza, Tela 15.6 Full Hd, Intel I3, Ram 8gb, Ssd 256gb, Windows 10 - X543ua;R$ 4.292,49
701;Notebook Acer A514-53 - Tela 14, Intel I3 1005g1, 12gb, Ssd 128gb + Hd 1tb, Windows 10 Pro;R$ 4.598,49
702;Notebook Samsung Book Dual Core 6305, Memoria 12GB, SSD 240GB, Tela 15.6 Polegadas, Windows 10;R$ 3.189,00
703;Notebook Acer Aspire Dual Core N4000, Memória De 4GB, SSD 240GB, 15.6 Polegadas, Windows 10;R$ 2.835,00
704;Notebook Acer Aspire Dual Core N4000, Memória De 8GB, SSD 240GB, 15.6 Polegadas, Windows 10;R$ 2.999,00
705;Notebook Lenovo Ultrafino Ideapad S145, Dual Core N4000, Memória 4GB, SSD 120GB, Windows 10;R$ 2.990,00
706;Notebook Lenovo Ultrafino Ideapad S145, Dual Core N4000, Memória 4GB, SSD 128GB + HD500GB, Windows 10;R$ 3.190,00
707;Notebook Lenovo Ultrafino Ideapad S145, Dual Core N4000, Memória 8GB, HD SSD 240GB, Windows 10;R$ 3.499,00
708;Notebook Acer Aspire Dual Core N4000, Memória De 8GB, SSD 120GB, 15.6 Polegadas, Windows 10;R$ 2.949,00
709;Notebook Vaio FE14, RAM 8GB, SSD 256GB, 14pol. FHD, Intel UHD Graphics, Linux - VJFE42F11X-B0361H;R$ 3.689,10
710;Notebook Compaq Presario 450, Intel Core I5, Windows 10 Home, 8GB, 240GB, SSD 14''- Cinza;R$ 3.285,50
711;"Macbook Air, Chip M1, 8gb, 256gb Ssd, Tela De 13"", Cinza - Mgn63bz/a";R$ 9.879,00
712;Notebook Lenovo Ideapad 3i-15igl05, Intel Celeron N4020, 4GB, SSD 128GB, Tela 15.6, Windows 10, Prata - 82bu0001br;R$ 2.445,33
713;"Notebook Acer Aspire 5 Intel Core I5-10210u, 8gb, 256gb Ssd M.2, 15.6"" Full Hd, Windows 10 Home, Cinza - A515-54-53VN";R$ 4.612,18
714;Notebook Lenovo Ideapad S145 I7-1065G7, 8GB, 256GB SSD, Linux Intel Iris Plus, FHD, Prata - 82djs00000;R$ 5.218,99
715;"Notebook Asus Core I5-8250u, 4GB, 256GB SSD, Tela Full Hd 15.6"", Windows 10 - X543ua-dm3458t";R$ 4.606,99
716;Mobile Hp Zbook 15u G5 I7-8650u, 16 Gb, 512gb, Windows 10 Professional 64 Bits;R$ 17.435,41
717;"Notebook Compaq Presario 421, 14"" HD, Pentium N3700, 120GB SSD, 4GB, Shell Efi";R$ 1.699,00
718;Notebook Acer Aspire 5 A515-54-70cm, Intel Core I7, 8Gb, 512Gb, Ssd 15,6'' - Endless;R$ 4.899,00
719;Vaio Fe15 Intel Core I3 8ª Geração, Windows 10 Home - Chumbo/Preto;R$ 3.499,00
720;"Notebook Asus Vivobook 15.6"", Intel Core I7 1165G7, 8GB, 256GB, Win 10 Home - X513EA-EJ1064T";R$ 4.853,49
721;Notebook Lenovo Bs145-15iil I3 1005g1 4gb 500gb 15.6 Dos;R$ 4.976,50
722;Notebook Lenovo Ideapad 3i - Tela 15.6, Intel I3 10110u, RAM 8GB, SSD 128GB, Linux;R$ 3.229,99
723;"Notebook Acer Aspire 3, Intel Core I3, Windows 10, Home 8GB, 256GB SSD, 15,6"" Fhd - A315-56-311j";R$ 3.485,00
724;Notebook Vaio Fe14 - Tela 14 Full Hd, Intel I3 1005g1, 16gb, Ssd 500gb, Linux;R$ 4.572,99
725;Notebook Compaq Presario 424, Intel Pentium N3700, Linux, 4GB, 1TB, 14'' - Cinza;R$ 1.934,00
726;Notebook Gamer Lenovo 3i - Full Hd, Intel I7 10750h, 64gb, Ssd 512gb, Geforce Gtx 1650, Linux;R$ 10.905,49
727;Notebook Acer Aspire 5 Intel Core I3-10110u, 4gb, Ssd 256gb M.2, 15.6´´ Full Hd, Windows 10, Prata - Nx.hqmal.00r;R$ 3.239,00
728;Notebook Lenovo Thinkpad T14 Intel Core I5-10210u, 8gb, 256gb Ssd Nvme, Windows 10 Pro, 14  Fhd;R$ 5.087,04
729;Notebook Compaq Presario 423, Intel Pentium N3700, Linux, 4GB, 500 GB, 14'' - Cinza;R$ 2.199,00
730;Notebook Intel Pentium Legacy, 14 Polegadas Polegadas, Multi, 128GB - Pc319;R$ 1.519,91
731;Notebook Compaq Presario 420, Intel Pentium N3700, 4GB RAM, SSD 240GB, Tela 14 HD, Windows 10, Cinza;R$ 2.575,49
732;Notebook Gamer Lenovo 3i - Full Hd, Intel I7 10750h, 16gb, Ssd 512gb, Geforce Gtx 1650, Linux;R$ 8.363,99
733;Notebook Gamer Lenovo 3i - Full Hd, Intel I7 10750h, 16gb, Ssd 512gb, Geforce Gtx 1650, Windows Pro;R$ 8.729,49
734;Notebook Asus X543UA, Intel I, 16GB RAM, SSD 256GB, 15.6 Full HD, Windows 10, Cinza;R$ 4.521,99
735;Notebook Dell I15-3501-a45s - Tela 15.6, I5 1135g7, 8gb, Ssd 256gb, Intel Iris Xe, Windows 10;R$ 4.945,00
736;Notebook Vaio Fe14 - Tela 14 Full Hd, Intel I3 1005g1, 8gb, Ssd 256gb, Windows 10 Pro;R$ 4.938,49
737;Notebook Positivo, Motion Red, Intel Celeron Dual Core, Windows 11 Home, Vermelho, Inclui Microsoft 365;R$ 2.199,00
738;Pasta De Couro Legítimo Nordweg - Italiano Café - Para Notebook - Nw066b-ic;R$ 1.640,49
739;Notebook Vaio Fe15, Intel Core I5, RAM 8GB, SSD 256GB, 15.6pol. HD, Windows 10 Pro, Cinza;R$ 4.199,00
740;"Notebook Acer A515-55g-51hj I5-1035g1 8gb 256gb Ssd 15,6"" Win10 - Nx.a7mal.005";R$ 7.129,99
741;Notebook Positivo Intel, 4GB, SSD 64GB, 14´, 1.9Ghz, Windows 10, Cinza Azulado;R$ 1.799,00
742;Notebook Lenovo Ideapad S145 - Tela 15.6 Full Hd, Intel I7 1065g7, 20gb, Ssd 256gb, Windows 10 Pro;R$ 6.544,99
743;Notebook Lenovo Ideapad 3i - Tela 15.6, Intel I3 10110u, Ram 12gb, Ssd 512gb, Linux;R$ 3.722,99
744;Notebook Lenovo Ideapad 3i - Tela 15.6, Intel I3 10110u, RAM 12GB, SSD 128GB, Linux;R$ 3.323,49
745;Notebook Lenovo Ideapad 3i - Tela 15.6, Intel I3 10110u, RAM 12GB, SSD 128GB, Windows 10 Pro;R$ 3.773,99
746;Notebook Positivo, Motion Gray, Intel Celeron Dual Core, Windows 11 Home, Cinza, Inclui Microsoft 365;R$ 1.799,90
747;Notebook Lenovo Ideapad S145 - Tela 15.6 Hd, Intel I3 8130u, Ram 4gb, Hd 1tb, Linux - 81xms00000;R$ 4.122,49
748;"Notebook Acer A314-35-c236 14"" Celeron N4500 4GB 500GB W10h";R$ 2.543,00
749;Notebook Lenovo Ideapad 3i - Tela 15.6, Intel Celeron N4020, Ram 4gb, Ssd 128gb, Linux - 82bus00100;R$ 2.915,49
750;Chromebook Acer C733-C3V2, Celeron 4GB, 32GB - NX.AYRAL.001;R$ 2.299,00
751;Notebook Lenovo Ideapad S145 - Tela 15.6 Full Hd, Intel I7 1065g7, 12gb, Ssd 1tb, Linux;R$ 6.306,99
752;Notebook Lenovo Ideapad S145 - Tela 15.6 Full Hd, Intel I7 1065g7, 12gb, Ssd 256gb, Windows 10 Pro;R$ 6.060,49
753;Notebook Lenovo Ideapad S145 - Tela 15.6 Full Hd, Intel I7 1065g7, 12gb, Ssd 256gb, Linux;R$ 5.507,99
754;Notebook Lenovo Ideapad - Tela 15.6 Full Hd, Intel I7 1065g7, 20gb, Ssd 256gb, Linux;R$ 5.822,49
755;Notebook Positivo Motion C41tei Intel Celeron Dual-core Linux 14'' - Vermelho;R$ 2.069,00
756;Notebook Positivo Motion C4128ei Intel® Celeron® Dual-core™ Linux 14´´ - Vermelho;R$ 2.099,00
757;"Notebook Hp 14-dq0031dx 14"" Memória Ddr4 4gb- Hd Ssd 64gb Intel Celeron N4020  - Preto";R$ 2.749,00
758;Note E14 Gen 2 I5-1135g7 8gb 25 6gb Ssd 14.0´´ Win10 Pro 1 Ano Os;R$ 4.939,00
759;Fonte Cougar Polar 1050w, Full Modular, 80 Plus Platinum, Branca;R$ 2.199,00
760;Notebook Intel Core I5, Tela 15.6” Full Hd Ips, 8gb, 240gb Ssd E Windows 10  - Everex;R$ 3.239,11
761;"Tela  17.3""  Led Slim  Uhd  Ips B173zan01.0  40 Pinos  Marca Fti";R$ 2.145,99
762;"Tela  17.3""  Led Slim   Nv173fhm-n41 30 Pinos  Marca Fti";R$ 1.149,50
763;"Notebook 14""Chromebook Celeron N3350 4gb Ram/64gbssd Preto 14-ca064dx Hp";R$ 1.937,25
764;"Workstation Lenovo P50 15.6"" Intel E3-1535m 16gb 256gb Ssd Windows 7 Professional 64 Reinstalled Through Downgrade Rights In Windows 10 Pro";R$ 20.169,59
765;Notebook LG Gram Intel Core i5-1035G7, 8GB, 256GB SSD M.2 NVMe, 15.6´ IPS FHD, Windows 10 Home, Cinza Escuro - 15Z90N-V.BJ51P2;R$ 8.946,60
766;"Notebook Ultra, Tela 15.6"" Full HD, Intel Celeron, 4GB, SSD 480GB, Windows 11 + Microsoft 365";R$ 2.439,49
767;"Notebook Ultra, Tela 14"", Intel I5, 8GB, SSD 480GB, Windows 10 - Prata";R$ 3.833,49
768;Notebook Ultra, Tela 15 Full HD, Intel I5, 8GB, SSD 480GB, Windows 10 - Prata;R$ 3.892,99
769;Notebook Acer Aspire 5, Intel Core I3 11 Gen, Memória RAM 4GB, SDD 256GB, 14 Full HD, Windows 11 Home - A514-54-385S;R$ 2.849,05
770;Notebook Gamer Acer An515 - Tela 15.6 Ips Full Hd, I5 10300h, 32gb, Ssd 512gb, Gtx 1650, Windows 11;R$ 8.244,99
771;Notebook Ultra Ub522 - Tela 15 Full HD, Intel I5, Ram 8GB, SSD 240GB, Windows 10 - Prata;R$ 2.945,50
772;Notebook Lenovo Ideapad 3I, Intel I3 10110U, 12GB RAM, SSD 256GB, Tela 15.6 HD, Windows 10 Pro;R$ 4.657,99
773;"Notebook Ultra, Tela 14"", Intel I3 7020U, 4GB, SSD 256GB, Windows 10 - Prata";R$ 3.008,99
774;"Notebook HP 256 G8 - Tela 15.6"", Intel I5 1035g1, RAM 8GB, SSD 256GB, Windows 11 - 5r5a5la";R$ 4.079,99
775;Notebook HP 256 G8 - Tela 15.6, Intel I5 1035g1, Ram 16GB, SSD 256GB, Windows 11;R$ 4.368,99
776;Notebook HP 256 G8 - Tela 15.6, Intel I5 1035g1, Ram 32GB, SSD 1TB, Windows 11;R$ 5.941,49
777;Notebook Hp 256 G8 - Tela 15.6, Intel I5 1035g1, Ram 16GB, SSD 256GB, Windows 10 Professional;R$ 4.819,49
778;Notebook Samsung  I7 1165g7, 64gb, Ssd 1tb, Intel Graphics Xe, Full Hd, Windows 11 Np550xda;R$ 9.570,99
779;"Note V15 Iml I3-10110u 8gb(4+4) 256gb Ssd 15.6""  Win10 Pro 1ano Dp";R$ 2.690,00
780;Notebook Samsung - I3 1115g4, 8gb, Hd 1tb, Intel Graphics Xe, Full Hd - Np550xda;R$ 3.348,99
781;Notebook LG, GRAM 17, Wqxga, I5-1035g7, 256GB, 8GB, Win11, Home Cinza - 17z90n-v.bj51p2;R$ 10.321,62
782;"Notebook Positivo Vaio, Intel Core I3, 4GB RAM, SSD 128GB,  14""  Linux, Cinza Escuro";R$ 5.017,05
783;Notebook Ultra Windows 10 Home Tela 14 Polegadas Core I3 Memória 4GB 120GB SSD Prata - UB420;R$ 2.699,00
784;"Notebook Lenovo Ultrafino Ideapad 3i I7 8GB 256 GB SSD Placa De Vídeo Dedicada W11 15.6"" Polegadas Prata - 82bs000mbr";R$ 6.499,00
785;Notebook Gamer Lenovo 3i - Full Hd, Intel I7 10750h, 16gb, Ssd 512gb, Geforce Gtx 1650, Windows Pro;R$ 9.451,99
786;Notebook Gamer Acer An515 - Tela 15.6 Ips Fhd, I5, 16gb, Ssd 512gb + Hd1tb, Gtx 1650, Windows 11;R$ 7.998,49
787;"Macbook Apple Air 13"", Processador M1, (8GB RAM 256GB SSD) Cinza-espacial";R$ 9.676,34
788;Notebook Gamer Acer An515 - 15.6 Full Hd 144hz, Ryzen 7, 32gb, Ssd 512gb, Gtx 1650 - Windows 11;R$ 8.244,99
789;Notebook Gamer Acer An515 - 15.6 Full Hd 144hz, Ryzen 7, 16gb, Ssd 512gb, Gtx 1650 - Windows 11;R$ 7.148,49
790;Notebook Gamer Acer An515 - 15.6 Full Hd 144hz, Ryzen 7, 32gb, Ssd 512gb + Hd 2tb, Gtx 1650, Win 11;R$ 9.817,49
791;Notebook Lenovo Ideapad S145 82DJ0003BR Intel Core;R$ 4.099,00
792;"Notebook Lenovo Thinkpad L14 R5 Pro 8gb 256gb Ssd W11 Pro 14"" Hd 20u6002sbo Preto";R$ 5.219,10
793;"Apple Macbook Pro 13"" (M2 Da Apple, Com 8 CPU, 10 GPU, 8GB RAM, 256GB SSD) - Cinza-espacial";R$ 10.924,99
794;Notebook Gamer, Lenovo, Legion5 Ryzent 7, Placa Nvidia, RTX3050, 16GB-512GB, SSD-windows 10, Tela 15.6'' 120HZ-82QJ0000BR;R$ 8.054,94
795;"Notebook Dell i15-3501 - Intel i7 1165G7, 16GB, SSD 256GB, Intel Iris Xe, Tela 15.6"", Windows 10";R$ 6.187,99
796;Notebook Samsung - I3 1115g4, 8Gb, Ssd 256Gb + Hd 1Tb, Intel Graphics Xe, Full HD - Np550xda;R$ 3.909,99
797;Notebook Acer, Aspire 5, Intel Core I5 10210u 15.6 8GB, SSD 256GB, Win 10, Geforce MX250;R$ 4.427,97
798;Notebook Samsung Book - I3 1115G4, RAM 32GB, SSD 256GB + HD 1TB, Intel Graphics Xe, Windows 10;R$ 4.751,49
